Name	Day	Start time	End time	Week pattern	Location	Room Size	Class Size	Staff	Department
MKTP003.L#	Thursday	11:05	12:55	2-6, 8-12	C.LT2V1	142	60	Markus Wohlfei	MGTMKR_PG
MKTU9M3.L#	Monday	14:05	14:55	1-6, 8-12	C.LTA3	240	160	Gary Sinclair/Ian Fillis	MGTMKR UG
MKTU9M3.L#	Thursday	10:05	10:55	1-6, 8-12	C.LTA3	240	160	Gary Sinclair/Ian Fillis	MGTMKR UG
MKTU9M3.S/01	Tuesday	09:05	09:55	3-6, 8-11	C.2B46	20	20	Atif Al Balushi	MGTMKR UG
MKTU9M3.S/02	Tuesday	11:05	11:55	3-6, 8-11	C.2B44	20	20	Hamid Medjbour	MGTMKR UG
MKTU9M3.S/03	Tuesday	15:05	15:55	3-6, 8-11	C.2B44	20	20	Hamid Medjbour	MGTMKR UG
MKTU9M3.S/04	Tuesday	16:05	16:55	3-6, 8-11	C.2B46	20	20	Atif Al Balushi	MGTMKR UG
MKTU9M3.S/05	Wednesday	11:05	11:55	3-6, 8-11	C.4W2	24	20	Hamid Medjbour	MGTMKR UG
MKTU9M3.S/06	Thursday	12:05	12:55	3-6, 8-11	C.4W3	20	20	Hamid Medjbour	MGTMKR UG
MKTU9M3.S/07	Friday	09:05	09:55	3-6, 8-11	C.2B46	20	20	Hamid Medjbour	MGTMKR UG
MKTU9M3.S/08	Friday	13:05	13:55	3-6, 8-11	C.4W3	20	20	Atif Al Balushi	MGTMKR UG
MKTU9M3.S/09	Friday	15:05	15:55	3-6, 8-11	C.2B133	24	20	Hamid Medjbour	MGTMKR UG
MKTU9M5.L#	Monday	17:05	17:55	1-6, 8-12	C.LT2V1	142	111	Gary Sinclair/Michael Healy	MGTMKR UG
MKTU9M5.L#	Thursday	15:05	15:55	1-6, 8-12	C.LTA3	240	111	Gary Sinclair/Michael Healy	MGTMKR UG
MKTU9M5.S/01	Monday	10:05	10:55	2-6, 8-10	C.4W1	20	20	Michael Healy	MGTMKR UG
MKTU9M5.S/02	Tuesday	17:05	17:55	2-6, 8-10	C.4W3	20	20	Michael Healy	MGTMKR UG
MKTU9M5.S/03	Wednesday	10:05	10:55	2-6, 8-10	C.4W1	20	20	Michael Healy	MGTMKR UG
MKTU9M5.S/04	Thursday	09:05	09:55	2-6, 8-10	C.4W6	24	20	Michael Healy	MGTMKR UG
MKTU9M5.S/05	Friday	13:05	13:55	2-6, 8-10	C.4W1	20	20	Michael Healy	MGTMKR UG
MKTU9M5.S/06	Friday	14:05	14:55	2-6, 8-10	C.4W6	24	20	Michael Healy	MGTMKR UG
MKTU9M7.L#	Thursday	10:05	11:55	2-6, 8-12	C.4W6	24	21		MGTMKR UG
MKTU9M7.L#	Thursday	14:05	14:55	1	C.2B133	24	21		MGTMKR UG
MKTU9M8.S#	Friday	12:05	12:55	1-6, 8-12	C.LTB3	112	45		MGTMKR UG
MKTU9SP.L#	Thursday	13:05	13:55	1-6, 8-12	C.LTW1	94	94	Dimitrios Kolyperas	MGTMKR UG
MKTU9SP.L#	Tuesday	09:05	09:55	1-6, 8-12	C.LT2V1	142	95	Dimitrios Kolyperas	MGTMKR UG
MKTU9SP.S/01	Monday	10:05	10:55	3-6, 8-11	C.2B46	20	20	Dimitrios Kolyperas	MGTMKR UG
MKTU9SP.S/02	Monday	16:05	16:55	3-6, 8-11	C.4W1	20	20	Dimitrios Kolyperas	MGTMKR UG
MKTU9SP.S/03	Tuesday	13:05	13:55	3-6, 8-11	C.2B44	20	20	Dimitrios Kolyperas	MGTMKR UG
MKTU9SP.S/04	Tuesday	14:05	14:55	3-6, 8-11	C.2B44	20	20	Dimitrios Kolyperas	MGTMKR UG
MKTU9SP.S/05	Tuesday	16:05	16:55	3-6, 8-11	C.2B38	28	20	Dimitrios Kolyperas	MGTMKR UG
MKTU9SP.S/06	Thursday	16:05	16:55	3-6, 8-11	C.4W2	24	20	Dimitrios Kolyperas	MGTMKR UG
MMAPP10.L#	Monday	11:05	11:55	1-6, 8-12	P.D3	54	35	Phillippa Lovatt	ARHCMC_PG
MMAPP10.S/01	Monday	12:05	12:55	1-6, 8-12	P.D3	54	18	Phillippa Lovatt	ARHCMC_PG
MMAPP10.S/02	Monday	13:05	13:55	1-6, 8-12	P.D3	54	18	Phillippa Lovatt	ARHCMC_PG
MMAPP12.S/01	Friday	11:05	11:55	1-6, 8-12	C.2B86	40	25	Pietari Kaapa/Phillippa Lovatt	ARHCMC_PG
MMAPP12.S/02	Friday	10:05	10:55	1-6, 8-12	C.2B86	40	25	Pietari Kaapa/Phillippa Lovatt	ARHCMC_PG
MMAPP13.L#	Friday	15:05	16:55	1-6, 8-12	P.D1	54	50	Phillippa Lovatt/Pietari Kaapa	ARHCMC_PG
MPPPP01.S#	Thursday	15:05	16:55	1-6, 8-12	P.SC2*	20	20	Paul Cairney	ARH PG
MRMP001.L#	Monday	12:05	14:55	01-Feb	C.3B129*	28	20	Alex Wood/Scott Hurrell	MGTGRS
MRMP001.L#	Monday	13:05	14:55	3-4, 6, 8-12	C.3B129*	28	20	Alex Wood/Scott Hurrell	MGTGRS
MRMP001.S#	Tuesday	14:05	15:55	6, 9-10	C.2B42	20	20	Alex Wood/Scott Hurrell	MGTGRS
MRMP002.CL#	Friday	13:05	14:55	08-Sep	C.2Y8	34	20	Mike Walsh	MGTGRS
MRMP002.L#	Wednesday	09:05	10:55	3-6, 8-12	C.4W3	20	20	Mike Walsh	MGTGRS
MRMP002.S#	Friday	09:05	10:55	3-6, 8-12	C.A1	42	20	Mike Walsh	MGTGRS
MRMP003.CL#	Monday	15:05	16:55	11	C.2Y8	34	30	Seda Erdem	MGTGRS
MRMP003.CL#	Thursday	10:05	11:55	3-6, 8-12	C.2Y8	34	30	Seda Erdem	MGTGRS
MRMP003.L#	Wednesday	11:05	12:55	3-6, 8-12	C.2A19	30	30	Seda Erdem	MGTGRS
NMHU4AD.S/01	Thursday	10:05	11:55	9	C.2B45	16	15		SHSREG
NMHU4AD.S/01	Thursday	13:05	14:55	9	C.2V3	20	15		SHSREG
NMHU4AD.S/02	Thursday	10:05	11:55	9	C.2A11	26	15		SHSREG
NMHU4AD.S/02	Thursday	13:05	14:55	9	C.4W3	20	15		SHSREG
NMHU4AD.S/03	Thursday	10:05	11:55	9	C.2B46	20	15		SHSREG
NMHU4AD.S/03	Thursday	13:05	14:55	9	C.3X11	16	15		SHSREG
NMHU4AD.S/04	Thursday	10:05	11:55	9	C.3B145*	18	15		SHSREG
NMHU4AD.S/04	Thursday	13:05	14:55	9	C.4B134	36	15		SHSREG
NMHU4AD.S/05	Thursday	10:05	11:55	9	C.4W5	24	15		SHSREG
NMHU4AD.S/05	Thursday	13:05	14:55	9	C.2B45	16	15		SHSREG
NMHU4AD.S/06	Thursday	10:05	11:55	9	C.3B129*	28	15		SHSREG
NMHU4AD.S/06	Thursday	13:05	14:55	9	C.3B146	18	15		SHSREG
NMHU4AD.S/07	Thursday	10:05	11:55	9	C.2B74*	26	15		SHSREG
NMHU4AD.S/07	Thursday	13:05	14:55	9	C.2W5*	20	15		SHSREG
NMHU4AD.S/08	Thursday	10:05	11:55	9	C.2A9	26	15		SHSREG
NMHU4AD.S/08	Thursday	13:05	14:55	9	C.2B42	20	15		SHSREG
NMHU4AD.S/09	Thursday	10:05	11:55	9	C.3B147#	18	15		SHSREG
NMHU4AD.S/09	Thursday	13:05	14:55	9	C.2B88	30	15		SHSREG
NMHU4AD.S/10	Thursday	10:05	11:55	9	C.2V3	20	15		SHSREG
NMHU4AD.S/10	Thursday	13:05	14:55	9	C.2B44	20	15		SHSREG
NMHU4AD.S/11	Thursday	10:05	11:55	9	C.4W4	24	15		SHSREG
NMHU4AD.S/11	Thursday	13:05	14:55	9	C.4W6	24	15		SHSREG
NMHU4AD.S/12	Thursday	10:05	11:55	9	C.4W1	20	15		SHSREG
NMHU4AD.S/12	Thursday	13:05	14:55	9	C.4W1	20	15		SHSREG
NMHU4AD.S/13	Thursday	10:05	11:55	9	C.2B48	28	15		SHSREG
NMHU4AD.S/13	Thursday	13:05	14:55	9	C.4W4	24	15		SHSREG
NMHU4AD.S/14	Thursday	10:05	11:55	9	C.2B42	20	15		SHSREG
NMHU4AD.S/14	Thursday	13:05	14:55	9	C.2B129#	30	15		SHSREG
NMHU4AD.S/15	Thursday	10:05	11:55	9	C.4W2	24	15		SHSREG
NMHU4AD.S/15	Thursday	13:05	14:55	9	C.4W5	24	15		SHSREG
NMHU4AD.S/16	Thursday	10:05	11:55	9	C.2B44	20	15		SHSREG
NMHU4AD.S/16	Thursday	13:05	14:55	9	C.4W2	24	15		SHSREG
NMHU4AD.S/17	Thursday	10:05	11:55	9	C.2V2	30	15		SHSREG
NMHU4AD.S/17	Thursday	13:05	14:55	9	C.3B129*	28	15		SHSREG
NMHU4MH.S/01	Friday	10:05	11:55	08-Dec	C.2B85#	60	60		SHSREG
NMHU4MH.S/01	Friday	13:05	14:55	08-Dec	C.2B85#	60	60		SHSREG
NMHU4MH.S/01	Monday	10:05	11:55	08-Dec	C.2B84#	70	60		SHSREG
NMHU4MH.S/01	Monday	13:05	14:55	08-Dec	C.2B84#	70	60		SHSREG
NMHU4MH.S/01	Thursday	10:05	11:55	08-Dec	C.2B85#	60	60		SHSREG
NMHU4MH.S/01	Thursday	13:05	14:55	08-Dec	C.2B85#	60	60		SHSREG
NMHU4MH.S/01	Tuesday	10:05	11:55	8, 11	C.2A87	60	60		SHSREG
NMHU4MH.S/01	Tuesday	10:05	11:55	09-Oct	C.LTA6	253	60		SHSREG
NMHU4MH.S/01	Tuesday	10:05	11:55	12	C.2B85#	60	60		SHSREG
NMHU4MH.S/01	Tuesday	13:05	14:55	08-Dec	C.2B85#	60	60		SHSREG
NMHU4MH.S/01	Wednesday	10:05	11:55	08-Dec	C.2B85#	60	60		SHSREG
NMHU4MH.S/01	Wednesday	13:05	14:55	08-Dec	C.2B85#	60	60		SHSREG
NMHU7MH.S/01	Friday	09:05	15:55	1-6, 8	C.2B84#	70	66		SHSREG
NMHU7MH.S/01	Monday	09:05	15:55	1-6, 8	C.4W6	24	18		SHSREG
NMHU7MH.S/01	Thursday	09:05	15:55	1-6, 8	C.2B84#	70	66		SHSREG
NMHU7MH.S/01	Tuesday	09:05	15:55	1-6, 8	C.3B146	18	18		SHSREG
NMHU7MH.S/01	Wednesday	09:05	15:55	1-6, 8	C.3B147#	18	18		SHSREG
NURPD1.S/01	Thursday	09:05	14:55	8	C.2B133	24	10		SHSHPR
NURPD1.S/01	Tuesday	10:05	16:55	8	C.2B129#	30	10		SHSHPR
NURPD1.S/01	Wednesday	09:05	16:55	8	C.2A11	26	10		SHSHPR
NURPD3.CL/01	Friday	09:05	15:55	8	C.2B41	16	12		SHSHPR
NURPD3.CL/01	Thursday	09:05	15:55	8	C.2B41	16	12		SHSHPR
NURPD3.CL/01	Wednesday	09:05	16:55	8	C.2B41	16	12		SHSHPR
NURU211.L/01	Wednesday	09:05	16:55	4, 8	C.2B86	40	35		SHSPQL
NURU233.L/01	Tuesday	09:05	16:55	1	C.2B84#	70	60		SHSPQL
NURU233.L/01	Wednesday	09:05	16:55	4	C.2B84#	70	60		SHSPQL
PCMPPX2.L#	Wednesday	10:05	11:55	1-6, 8-12	C.3B139*	14	14		ARHCMC_PG
PDMU9AL.S#	Thursday	12:05	13:55	1-6, 8-12, 1-5, 7-12	C.3A1	40	20	Annie Wallom	US/ADMCDS
PDMU9L4.S/01	Monday	10:05	11:55	2-6, 8-12	C.2B76	30	20		NATCSM M
PDMU9L4.S/02	Monday	12:05	13:55	2-6, 8-12	C.2B76	30	20		NATCSM M
PDMU9L4.S/03	Wednesday	13:05	14:55	2-6, 8-12	C.4W4	24	20		NATCSM M
PDMU9L4.S/04	Friday	11:05	12:55	2-6, 8-12	C.2B76	30	20		NATCSM M
PDMU9L4.S/05	Friday	15:05	16:55	2-6, 8-12	C.2B88	30	20		NATCSM M
PDMU9LW.S#	Thursday	10:05	11:55	1-6, 8-12	C.2B121#	36	36	Elaine Watson	US/ADMCDS
PDMU9LW.S#	Tuesday	10:05	11:55	1-6, 8-12	C.2B87	48	40	Elaine Watson	US/ADMCDS
PHI9VSS.L#	Thursday	16:05	17:55	1-5, 8-12, 1-5, 7-12	P.C1	30	25	Adrian Haddock/Colin Johnston/Jesse Tomalty/Joshua Thorpe/Kent Hurtig/Mike Wheeler/Peter Milne/Peter Sullivan/Philip Ebert/Rowan Cruft/Simon Hope/Sonia Roca-Reyes/Steinvor Arnadottir	}LPH
PHIU911.L#	Friday	15:05	15:55	1-6, 8-12	C.LTLogie	350	238	Mike Wheeler/Philip Ebert/Rowan Cruft/Steinvor Arnadottir	ARHLPH_Philosophy
PHIU911.L#	Tuesday	10:05	10:55	1-6, 8-12	C.LTLogie	350	238	Colin Johnston/Kent Hurtig/Mike Wheeler/Philip Ebert/Simon Hope/Steinvor Arnadottir	ARHLPH_Philosophy
PHIU911.S/01	Monday	10:05	10:55	2-6, 8-12	C.4B134	36	12		ARHLPH_Philosophy
PHIU911.S/02	Thursday	15:05	15:55	2-6, 8-10	P.SC1	36	12		ARHLPH_Philosophy
PHIU911.S/02	Thursday	15:05	15:55	11-Dec	C.2B42	20	0		ARHLPH_Philosophy
PHIU911.S/03	Thursday	16:05	16:55	2-6, 8-10	P.SC1	36	12		ARHLPH_Philosophy
PHIU911.S/03	Thursday	16:05	16:55	11-Dec	C.2B42	20	0		ARHLPH_Philosophy
PHIU911.S/04	Friday	10:05	10:55	2-6, 8-12	P.SC1	36	12		ARHLPH_Philosophy
PHIU911.S/05	Friday	09:05	09:55	2-6, 8-12	P.D1	54	12		ARHLPH_Philosophy
PHIU911.S/06	Tuesday	16:05	16:55	2-6, 8-12	C.2B76	30	12		ARHLPH_Philosophy
PHIU911.S/07	Thursday	12:05	12:55	2-6, 8-12	C.4W1	20	12		ARHLPH_Philosophy
PHIU911.S/08	Wednesday	12:05	12:55	2-6, 8-12	C.2B44	20	12		ARHLPH_Philosophy
PHIU911.S/09	Tuesday	14:05	14:55	2-6, 8-12	P.C2	30	12		ARHLPH_Philosophy
PHIU911.S/10	Friday	12:05	12:55	2-6, 8-12	C.2B44	20	12		ARHLPH_Philosophy
PHIU911.S/11	Wednesday	12:05	12:55	2-6, 8-12	C.2B46	20	12		ARHLPH_Philosophy
PHIU911.S/12	Wednesday	09:05	09:55	2-6, 8-12	C.3B146	18	12		ARHLPH_Philosophy
PHIU911.S/13	Thursday	17:05	17:55	2-6, 8-12	C.2B44	20	12		ARHLPH_Philosophy
PHIU911.S/14	Friday	11:05	11:55	2-6, 8-12	C.2B38	28	12		ARHLPH_Philosophy
PHIU911.S/15	Thursday	11:05	11:55	2-6, 8-12	C.3V2	34	12		ARHLPH_Philosophy
PHIU911.S/16	Wednesday	09:05	09:55	2-6, 8-12	C.3X11	16	12		ARHLPH_Philosophy
PHIU911.S/17	Monday	11:05	11:55	2-6, 8-12	P.D1	54	12		ARHLPH_Philosophy
PHIU911.S/18	Wednesday	11:05	11:55	2-6, 8-12	C.2B76	30	12		ARHLPH_Philosophy
PHIU911.S/19	Thursday	09:05	09:55	2-6, 8-12	C.4W2	24	12		ARHLPH_Philosophy
PHIU911.S/20	Monday	11:05	11:55	2-6, 8-12	C.3V2	34	12		ARHLPH_Philosophy
PHIU911.S/21	Monday	13:05	13:55	2-6, 8-12	C.4W4	24	12		ARHLPH_Philosophy
PHIU911.S/22	Monday	09:05	09:55	2-6, 8-12	C.4B134	36	12	Simon Hope	ARHLPH_Philosophy
PHIU911.S/23	Monday	12:05	12:55	2-6, 8-12	C.2B42	20	12		ARHLPH_Philosophy
PHIU911.S/24	Tuesday	11:05	11:55	2-6, 8-12	C.2X6	32	12		ARHLPH_Philosophy
PHIU911.S/25	Tuesday	12:05	12:55	2-6, 8-12	C.3V2	34	12		ARHLPH_Philosophy
PHIU913.L#	Monday	09:05	09:55	1-6, 8-12	P.PLT	210	179	Adrian Haddock/Mike Wheeler	ARHLPH_Philosophy
PHIU913.L#	Thursday	12:05	12:55	1-6, 8-12	C.LTB4	179	136	Mike Wheeler	ARHLPH_Philosophy
PHIU913.S/01	Monday	12:05	12:55	2-6, 8-12	C.4W3	20	16		ARHLPH_Philosophy
PHIU913.S/02	Monday	13:05	13:55	2-6, 8-12	C.4W5	24	16		ARHLPH_Philosophy
PHIU913.S/03	Monday	15:05	15:55	2-6, 8-12	C.3V2	34	16		ARHLPH_Philosophy
PHIU913.S/04	Monday	16:05	16:55	2-6, 8-12	P.D3	54	16		ARHLPH_Philosophy
PHIU913.S/05	Tuesday	11:05	11:55	2-6, 8-12	C.4B134	36	16		ARHLPH_Philosophy
PHIU913.S/06	Tuesday	12:05	12:55	2-6, 8-12	C.2B45	16	16		ARHLPH_Philosophy
PHIU913.S/07	Tuesday	14:05	14:55	2-6, 8-12	P.C1	30	16		ARHLPH_Philosophy
PHIU913.S/08	Tuesday	15:05	15:55	2-6, 8-12	C.4B134	36	16		ARHLPH_Philosophy
PHIU913.S/09	Wednesday	12:05	12:55	2-6, 8-12	C.3B146	18	16		ARHLPH_Philosophy
PHIU913.S/10	Thursday	10:05	10:55	2-6, 8-12	C.4W3	20	16		ARHLPH_Philosophy
PHIU913.S/11	Friday	11:05	11:55	2-6, 8-12	C.4B134	36	16		ARHLPH_Philosophy
PHIU913.S/12	Friday	12:05	12:55	2-6, 8-12	C.3B146	18	16		ARHLPH_Philosophy
PHIU913.S/13	Friday	13:05	13:55	2-6, 8-12	C.2X4	32	16		ARHLPH_Philosophy
PHIU913.S/14	Friday	14:05	14:55	2-6, 8-12	C.2X4	32	16		ARHLPH_Philosophy
PHIU913.S/15	Friday	15:05	15:55	2-6, 8-12	C.4W2	24	16		ARHLPH_Philosophy
PHIU9CA.L#	Thursday	10:05	10:55	1-6, 8-12	P.LTA96	75	32	Mike Wheeler	ARHLPH_Philosophy
PHIU9CA.L#	Wednesday	12:05	12:55	1-6, 8-12	P.LTA96	75	50	Mike Wheeler	ARHLPH_Philosophy
PHIU9CA.S/01	Monday	09:05	09:55	1-6, 8-12	C.2A19	30	12	Peter Sullivan	ARHLPH_Philosophy
PHIU9CA.S/02	Monday	12:05	12:55	1-6, 8-12	C.4W1	20	12	Peter Sullivan	ARHLPH_Philosophy
PHIU9CA.S/03	Wednesday	10:05	10:55	1-6, 8-12	C.4W4	24	12	Peter Sullivan	ARHLPH_Philosophy
PHIU9CA.S/04	Wednesday	11:05	11:55	1-6, 8-12	C.3X11	16	12	Peter Sullivan	ARHLPH_Philosophy
PHIU9CB.L#	Thursday	11:05	11:55	1-6, 8-9, 11-12	P.LTA96	75	40	Colin Johnston/Steinvor Arnadottir	ARHLPH_Philosophy
PHIU9CB.L#	Tuesday	12:05	12:55	1-6, 8-12	P.D3	54	50	Colin Johnston/Steinvor Arnadottir	ARHLPH_Philosophy
PHIU9CB.S/01	Monday	14:05	14:55	1-6, 8-12	C.4B134	36	15	Steinvor Arnadottir	ARHLPH_Philosophy
PHIU9CB.S/02	Tuesday	15:05	15:55	1-6, 8-12	P.D1	54	15	Steinvor Arnadottir	ARHLPH_Philosophy
PHIU9CB.S/03	Tuesday	17:05	17:55	1-6, 8-12	C.2B44	20	15	Steinvor Arnadottir	ARHLPH_Philosophy
PHIU9CB.S/04	Wednesday	10:05	10:55	1-6, 8-12	C.4W5	24	15	Steinvor Arnadottir	ARHLPH_Philosophy
PHIU9LA.L#	Friday	13:05	13:55	1-6, 8-12	C.2B86	40	40	Peter Milne	ARHLPH_Philosophy
PHIU9LA.L#	Tuesday	13:05	13:55	1-6, 8-12	C.LTB3	112	40	Peter Milne	ARHLPH_Philosophy
PHIU9LA.S/01	Tuesday	15:05	15:55	1-6, 8-12	P.C1	30	12	Peter Milne	ARHLPH_Philosophy
PHIU9LA.S/02	Tuesday	16:05	16:55	1-6, 8-12	P.D1	54	12	Peter Milne	ARHLPH_Philosophy
PHIU9LA.S/03	Friday	09:05	09:55	1-6, 8-12	C.3X11	16	12	Peter Milne	ARHLPH_Philosophy
PHIU9LA.S/04	Friday	15:05	15:55	1-6, 8-12	C.2B87	48	12	Peter Milne	ARHLPH_Philosophy
PHIU9PC.L#	Monday	13:05	13:55	1-6, 8-12	C.2B86	40	36	Adrian Haddock	ARHLPH_Philosophy
PHIU9PC.L#	Wednesday	11:05	11:55	1-6, 8-12	C.LTW1	94	36	Adrian Haddock	ARHLPH_Philosophy
PHIU9PC.S/01	Wednesday	12:05	12:55	1-6, 8-12	C.3X11	16	12	Adrian Haddock	ARHLPH_Philosophy
PHIU9PC.S/02	Friday	10:05	10:55	1-6, 8-12	C.2B46	20	12	Adrian Haddock	ARHLPH_Philosophy
PHIU9PC.S/03	Friday	11:05	11:55	1-6, 8-12	C.2B45	16	12	Adrian Haddock	ARHLPH_Philosophy
PHIU9PD.L#	Thursday	13:05	14:55	1-6, 8-12	P.LTA96	75	30	Kent Hurtig	ARHLPH_Philosophy
PHIU9PD.S/01	Thursday	09:05	09:55	1-6, 8-12	C.3V2	34	13	Kent Hurtig	ARHLPH_Philosophy
PHIU9PD.S/02	Thursday	10:05	10:55	1-6, 8-12	C.3V2	34	13	Kent Hurtig	ARHLPH_Philosophy
PHIU9PH.L#	Monday	10:05	10:55	1-6, 8-12	C.3V2	34	30	Simon Hope	ARHLPH_Philosophy
PHIU9PH.L#	Wednesday	09:05	09:55	1-6, 8-12	C.3V2	34	30	Simon Hope	ARHLPH_Philosophy
PHIU9PH.S/01	Monday	12:05	12:55	1-6, 8-12	C.2B45	16	12	Simon Hope	ARHLPH_Philosophy
PHIU9PH.S/02	Monday	17:05	17:55	1-6, 8-12	C.3B146	18	12	Simon Hope	ARHLPH_Philosophy
PHIU9PH.S/03	Wednesday	10:05	10:55	1-6, 8-12	C.3B146	18	12	Simon Hope	ARHLPH_Philosophy
PHPWG.L#	Thursday	14:05	15:55	1-6, 8-12, 1-5, 7-12	P.C1	30	10	Adrian Haddock/Colin Johnston/Jesse Tomalty/Joshua Thorpe/Mike Wheeler/Peter Milne/Peter Sullivan/Philip Ebert/Rowan Cruft/Simon Hope/Sonia Roca-Reyes/Steinvor Arnadottir	}LPH
POLU911.L#	Thursday	09:05	09:55	1-6, 8-10	C.LTLogie	350	350	Peter Lynch	ARHHPO_Politics
POLU911.L#	Tuesday	11:05	11:55	2-6, 8-10	C.LTLogie	350	350	Peter Lynch	ARHHPO_Politics
POLU911.S/01	Monday	12:05	12:55	2-6, 8-12	C.2X4	32	20		ARHHPO_Politics
POLU911.S/02	Monday	13:05	13:55	2-6, 8-12	C.4B134	36	20		ARHHPO_Politics
POLU911.S/03	Tuesday	09:05	09:55	2-6, 8-12	C.4W2	24	20		ARHHPO_Politics
POLU911.S/03	Tuesday	15:05	15:55	4	C.2B48	28	20		ARHHPO_Politics
POLU911.S/04	Tuesday	12:05	12:55	2-6, 8-12	C.2X4	32	20		ARHHPO_Politics
POLU911.S/05	Tuesday	13:05	13:55	2-6, 8-12	C.4B134	36	20		ARHHPO_Politics
POLU911.S/06	Tuesday	15:05	15:55	2	C.2A19	30	20		ARHHPO_Politics
POLU911.S/06	Tuesday	15:05	15:55	3, 5-6, 8-12	C.A1	42	20		ARHHPO_Politics
POLU911.S/07	Wednesday	10:05	10:55	2-6, 8-12	C.4W6	24	20		ARHHPO_Politics
POLU911.S/08	Wednesday	12:05	12:55	2-6, 8-12	C.4W4	24	20		ARHHPO_Politics
POLU911.S/09	Thursday	13:05	13:55	2-6, 8-12	C.2B76	30	20		ARHHPO_Politics
POLU911.S/10	Thursday	14:05	14:55	2-6, 8-12	C.2A19	30	20		ARHHPO_Politics
POLU911.S/11	Friday	09:05	09:55	2-6, 8-12	C.4W6	24	20		ARHHPO_Politics
POLU911.S/12	Friday	12:05	12:55	2-6, 8-12	C.2B121#	36	20	Craig McAngus	ARHHPO_Politics
POLU911.S/13	Friday	13:05	13:55	2-6, 8-12	C.2V3	20	20	Craig McAngus	ARHHPO_Politics
POLU911.S/14	Friday	14:05	14:55	2-6, 8-12	C.4W4	24	20	Craig McAngus	ARHHPO_Politics
POLU9GP.L#	Monday	15:05	15:55	2-6, 8-12	P.LTA96	75	50	Hannes Stephan	ARHHPO_Politics
POLU9GP.L#	Thursday	14:05	14:55	1	C.2B87	48	46		ARHHPO_Politics
POLU9GP.L#	Tuesday	13:05	13:55	1-6, 8-12	P.LTA96	75	50	Hannes Stephan	ARHHPO_Politics
POLU9GP.S/01	Monday	10:05	10:55	2-6, 8-12	C.2B86	40	18	Hannes Stephan	ARHHPO_Politics
POLU9GP.S/02	Monday	17:05	17:55	2-6, 8-12	P.D2*	20	18	Hannes Stephan	ARHHPO_Politics
POLU9GP.S/03	Tuesday	09:05	09:55	2-6, 8-12	P.D2*	20	18	Hannes Stephan	ARHHPO_Politics
POLU9GP.S/04	Tuesday	17:05	17:55	2-6, 8-12	P.D2*	20	18	Hannes Stephan	ARHHPO_Politics
POLU9GS.S/01	Monday	11:05	12:55	1-6, 8-12	C.2A19	30	18	Kirsty Alexander	ARHHPO_Politics
POLU9GS.S/02	Monday	16:05	17:55	1-6, 8-12	C.2B74*	26	14	Kirsty Alexander	ARHHPO_Politics
POLU9GS.S/03	Tuesday	13:05	14:55	1-6, 8-12	C.4W3	20	18	Kirsty Alexander	ARHHPO_Politics
POLU9GS.S/04	Tuesday	15:05	16:55	1-6, 8-12	C.4W3	20	18		ARHHPO_Politics
POLU9GY.L#	Tuesday	11:05	11:55	1, 3-6, 8-12	C.2V2	30	12	Mark Nuyken	ARHHPO_Politics
POLU9GY.L#	Tuesday	11:05	11:55	2	C.2B133	24	15		ARHHPO_Politics
POLU9GY.S#	Thursday	12:05	13:55	1-6, 8-12	C.3B147#	18	15	Craig McAngus	ARHHPO_Politics
POLU9HR.L#	Thursday	16:05	16:55	1-6, 8-12	P.PLT	210	37	Matias Margulis	ARHHPO_Politics
POLU9HR.S/01	Wednesday	09:05	09:55	1-6, 8-12	C.3B129*	28	18		ARHHPO_Politics
POLU9HR.S/02	Wednesday	12:05	12:55	1-6, 8-12	P.D2*	20	18		ARHHPO_Politics
POLU9HR.S/03	Wednesday	14:05	14:55	1-6, 8-12	P.D3	54	18		ARHHPO_Politics
POLU9PE.L#	Monday	15:05	15:55	2-6, 8-12	C.2B87	48	36	Matias Margulis	ARHHPO_Politics
POLU9PE.L#	Thursday	12:05	12:55	1-6, 8-12	C.LTA5	92	36	Matias Margulis	ARHHPO_Politics
POLU9PE.L#	Tuesday	16:30	17:30	1	P.LTA96	75	36	Matias Margulis	ARHHPO_Politics
POLU9PE.S/01	Monday	17:05	17:55	2-6, 8-12	C.3B145*	18	18	Matias Margulis	ARHHPO_Politics
POLU9PE.S/02	Thursday	09:05	09:55	2-6, 8-12	P.D2*	20	18	Matias Margulis	ARHHPO_Politics
POLU9PE.S/03	Thursday	14:05	14:55	2-6, 8-12	P.C2	30	18	Matias Margulis	ARHHPO_Politics
POLU9PE.S/04	Thursday	17:05	17:55	2-6, 8-12	P.D2*	20	18	Matias Margulis	ARHHPO_Politics
POLU9PJ.L#	Monday	09:05	09:55	2-6, 8-12	C.2B87	48	48	Andrea Baumeister	ARHHPO_Politics
POLU9PJ.L#	Wednesday	11:05	11:55	1-6, 8-12	C.LTA5	92	48	Andrea Baumeister	ARHHPO_Politics
POLU9PJ.S/01	Monday	11:05	11:55	2-6, 8-12	C.2B40*	12	12	Andrea Baumeister	ARHHPO_Politics
POLU9PJ.S/02	Monday	13:05	13:55	2-6, 8-12	C.2B40*	12	12	Andrea Baumeister	ARHHPO_Politics
POLU9PJ.S/03	Tuesday	12:05	12:55	2-6, 8-12	C.2B40*	12	12	Andrea Baumeister	ARHHPO_Politics
